# Time (seconds),f0,f1,f2
0.0099999,-0.010009765625,-0.1630859375,1.08056640625
0.029999900000000003,-0.130615234375,-0.0029296875,1.154052734375
0.0499999,-0.054443359375,-0.027587890625,0.87890625
0.0699999,-0.013916015625,0.055908203125,0.939208984375
0.08999990000000001,0.0654296875,-0.068359375,1.02490234375
0.10999990000000001,-0.015869140625,-0.088134765625,1.044677734375
0.1299999,-0.04248046875,0.047607421875,1.088623046875
0.14999990000000002,-0.1337890625,-0.065673828125,0.877685546875
0.1699999,-0.03662109375,-0.01318359375,0.999267578125
0.1899999,0.01513671875,-0.01220703125,1.011962890625
0.20999990000000002,-0.0380859375,-0.097900390625,1.02783203125
0.2299999,0.06103515625,-0.130615234375,0.98876953125
0.2499999,-0.11669921875,-0.03564453125,0.974365234375
0.2699999,0.0009765625,0.00732421875,1.016845703125
0.28999990000000003,-0.10595703125,-0.0322265625,1.081787109375
0.3099999,-0.03076171875,-0.0390625,0.95947265625
0.3299999,0.056396484375,-0.00439453125,0.96533203125
0.34999990000000003,-0.04833984375,-0.009033203125,1.041748046875
0.3699999,0.013916015625,-0.076904296875,1.056396484375
0.3899999,-0.184814453125,0.062744140625,1.11376953125
0.40999990000000003,-0.0185546875,-0.10888671875,0.8544921875
0.4299999,0.01220703125,0.083740234375,0.97509765625
0.4499999,0.024169921875,-0.123046875,1.0712890625
0.4699999,0.0185546875,-0.060546875,1.0615234375
0.4899999,-0.102294921875,-0.00927734375,1.0087890625
0.5099999,-0.0146484375,-0.10888671875,0.88671875
0.5299999,-0.048828125,0.0341796875,0.978759765625
0.5499999,-0.013916015625,-0.021728515625,1.06103515625
0.5699999,-0.011962890625,-0.046875,1.02587890625
0.5899998999999999,-0.006591796875,-0.125244140625,0.990234375
0.6099998999999999,-0.04296875,-0.0556640625,0.93310546875
0.6299999,-0.065185546875,0.044189453125,0.961181640625
0.6499999,-0.12841796875,-0.041259765625,1.064453125
0.6699999,-0.02685546875,-0.002685546875,0.991943359375
0.6899999,0.032470703125,-0.006103515625,1.019775390625
0.7099999,-0.032470703125,-0.053955078125,1.026123046875
0.7299998999999999,-0.062744140625,-0.018798828125,1.016357421875
0.7499998999999999,-0.20068359375,0.065185546875,1.027587890625
0.7699999,0.02197265625,-0.056884765625,0.9296875
0.7899999,-0.0302734375,0.074951171875,1.031005859375
0.8099999,0.04833984375,-0.148193359375,1.09912109375
0.8299999,-0.04052734375,-0.00439453125,1.013916015625
0.8499998999999999,-0.114990234375,-0.02001953125,0.930908203125
0.8699998999999999,-0.114990234375,-0.02001953125,0.930908203125
0.8899999,-0.13134765625,-0.0283203125,1.027099609375
0.9099999,-0.13134765625,-0.0283203125,1.027099609375
0.9299999,-0.0234375,-0.014892578125,0.995849609375
0.9499999,-0.0234375,-0.014892578125,0.995849609375
0.9699998999999999,-0.016357421875,-0.142333984375,0.908447265625
0.9899998999999999,-0.0517578125,-0.03955078125,0.85791015625
1.0099999,-0.13525390625,-0.00830078125,1.01171875
1.0299999,-0.0322265625,-0.09375,1.099609375
1.0499999,-0.027587890625,0.048583984375,0.990966796875
1.0699999,0.015625,-0.06201171875,0.9306640625
1.0899999,-0.0654296875,-0.015869140625,0.894287109375
1.1099999,-0.101318359375,-0.071044921875,1.04052734375
1.1299999,-0.121337890625,-0.0009765625,1.09375
1.1499999,-0.010986328125,0.02880859375,0.965087890625
1.1699998999999999,-0.064453125,0.064453125,0.9482421875
1.1899998999999999,0.01806640625,-0.023193359375,0.97265625
1.2099999,-0.078369140625,-0.09619140625,1.02734375
1.2299999,-0.075927734375,0.058349609375,1.05859375
1.2499999,-0.041259765625,0.002197265625,0.91357421875
1.2699999,-0.120849609375,-0.03125,1.029296875
1.2899999,0.114013671875,-0.12158203125,1.03369140625
1.3099999,-0.03857421875,-0.072998046875,0.988525390625
1.3299999,0.05517578125,-0.119873046875,0.992919921875
1.3499999,-0.126708984375,-0.005859375,0.87158203125
1.3699999,-0.10546875,-0.0546875,1.056396484375
1.3899999,0.04736328125,-0.05810546875,1.0234375
1.4099999,-0.029052734375,-0.014404296875,0.984130859375
1.4299998999999999,0.0439453125,-0.087890625,0.946533203125
1.4499999,-0.14501953125,-0.00341796875,0.91943359375
1.4699999,-0.03515625,-0.077880859375,1.047607421875
1.4899999,-0.061279296875,-0.050537109375,1.08544921875
1.5099999,-0.027587890625,0.0166015625,0.955078125
