# Time (seconds),f0,f1,f2
0.0099999,-0.3232421875,1.037353515625,-0.013671875
0.029999900000000003,-0.387939453125,0.9072265625,-0.105712890625
0.0499999,-0.311767578125,1.04345703125,-0.06005859375
0.0699999,-0.301025390625,1.021728515625,-0.139404296875
0.08999990000000001,-0.3193359375,0.8857421875,-0.042236328125
0.10999990000000001,-0.26708984375,0.931640625,-0.1259765625
0.1299999,-0.279541015625,0.88720703125,-0.071044921875
0.14999990000000002,-0.337890625,0.821044921875,-0.037353515625
0.1699999,-0.2919921875,1.17138671875,-0.0380859375
0.1899999,-0.390380859375,0.77587890625,-0.087646484375
0.20999990000000002,-0.413330078125,1.190185546875,-0.038330078125
0.2299999,-0.1533203125,0.907958984375,-0.092529296875
0.2499999,-0.426025390625,0.91162109375,-0.07861328125
0.2699999,-0.199462890625,0.90771484375,-0.11376953125
0.28999990000000003,-0.328369140625,0.97705078125,-0.051025390625
0.3099999,-0.28369140625,0.78662109375,-0.109375
0.3299999,-0.23876953125,1.122314453125,-0.120361328125
0.34999990000000003,-0.339599609375,0.806640625,-0.077392578125
0.3699999,-0.416748046875,1.152587890625,-0.0908203125
0.3899999,-0.373046875,0.951904296875,-0.078125
0.40999990000000003,-0.372802734375,0.958740234375,-0.091064453125
0.4299999,-0.294921875,1.00634765625,-0.08203125
0.4499999,-0.3203125,1.0009765625,-0.1318359375
0.4699999,-0.339111328125,0.847412109375,-0.06103515625
0.4899999,-0.271728515625,0.93115234375,-0.090576171875
0.5099999,-0.273193359375,0.8486328125,-0.0625
0.5299999,-0.335693359375,0.8505859375,-0.083251953125
0.5499999,-0.2978515625,1.158447265625,-0.0654296875
0.5699999,-0.388916015625,0.818359375,-0.07666015625
0.5899998999999999,-0.389892578125,1.069580078125,-0.04736328125
0.6099998999999999,-0.23828125,0.96630859375,-0.084716796875
0.6299999,-0.351318359375,0.9541015625,-0.0771484375
0.6499999,-0.247802734375,0.934814453125,-0.115478515625
0.6699999,-0.284912109375,0.953369140625,-0.092041015625
0.6899999,-0.283203125,0.796142578125,-0.013671875
0.7099999,-0.252685546875,1.21875,-0.115966796875
0.7299998999999999,-0.33642578125,0.759521484375,-0.095947265625
0.7499998999999999,-0.41943359375,1.167724609375,-0.088134765625
0.7699999,-0.2060546875,0.911376953125,-0.081787109375
0.7899999,-0.432861328125,0.91796875,-0.087890625
0.8099999,-0.219482421875,0.9970703125,-0.126953125
0.8299999,-0.316162109375,0.986572265625,-0.063720703125
0.8499998999999999,-0.35009765625,0.842041015625,-0.1103515625
0.8699998999999999,-0.21826171875,0.992919921875,-0.114501953125
0.8899999,-0.34814453125,0.844970703125,-0.079345703125
0.9099999,-0.347900390625,1.046630859375,-0.10693359375
0.9299999,-0.42041015625,1.02685546875,-0.037353515625
0.9499999,-0.392578125,0.8876953125,-0.075927734375
0.9699998999999999,-0.361328125,1.06689453125,-0.028076171875
0.9899998999999999,-0.30126953125,0.99560546875,-0.122802734375
1.0099999,-0.3447265625,0.910400390625,-0.064697265625
1.0299999,-0.2861328125,0.897216796875,-0.072998046875
1.0499999,-0.27783203125,0.9033203125,-0.0810546875
1.0699999,-0.301025390625,0.751953125,-0.058837890625
1.0899999,-0.282958984375,1.1884765625,-0.12109375
1.1099999,-0.362060546875,0.787841796875,-0.0654296875
1.1299999,-0.43212890625,1.107666015625,-0.088623046875
1.1499999,-0.200927734375,0.9326171875,-0.07373046875
1.1699998999999999,-0.39501953125,0.977783203125,-0.09716796875
1.1899998999999999,-0.23388671875,0.989990234375,-0.11572265625
